0 0.0000000000000000e+00 1.5055295336054176e+03 0.0000000000000000e+00 0.0000000000000000e+00 1.0653409090909090e-02
10 3.6563745675050707e-01 1.2409576952191108e+02 -2.5028543179492768e-01 -1.6151756839943503e-03 4.9550928132952712e-02
20 9.3736024771612458e-01 1.0154474484468925e+02 -1.5097835760664721e-01 -1.7179825971882582e-04 6.1798894810975655e-02
30 1.5852882250740088e+00 1.2121225179316369e+02 -2.6667264828560033e-01 1.0128443986049117e-04 6.6745458435482297e-02
40 2.2716169954804193e+00 1.3592362097368795e+02 -8.3407811192420755e-01 6.6003378528443945e-04 7.0112816451364746e-02
50 2.9886954846030540e+00 1.3302668405040816e+02 -2.0967126210731486e+00 1.1454849592405613e-03 7.2832928543141648e-02
60 3.7281497943121717e+00 1.2392031740194169e+02 -3.5009376957246046e+00 -1.3807243814731695e-04 7.4818223953818846e-02
70 4.4863753464620899e+00 1.1927067776302644e+02 -4.2982762591536492e+00 -1.4322686619582022e-03 7.6632663577063789e-02
80 5.2610893355278456e+00 1.1697968196904162e+02 -4.6310183469048161e+00 -1.4688388632242910e-03 7.8025495362033168e-02
90 6.0468592585989862e+00 1.1427856629478897e+02 -5.2538960670736916e+00 -2.6248659313372288e-03 7.9040290159691232e-02
100 6.8438039820479961e+00 1.1084815075877138e+02 -5.8300200737761161e+00 -3.2219283497405575e-03 8.0269233066987994e-02
110 7.6539753428773922e+00 1.0820243005912154e+02 -6.1591294011365800e+00 -5.3425111682427048e-03 8.1605038521758572e-02
120 8.4765623800807806e+00 1.0530289162568545e+02 -5.9437278867690839e+00 -4.3401905697559549e-03 8.2778917821422715e-02
130 9.3105685551667250e+00 1.0294368710852190e+02 -5.0455829494172066e+00 -4.4184151660403154e-03 8.3910105599749499e-02
140 1.0156045131262847e+01 1.0119083108992002e+02 -3.8796204889669812e+00 -5.2054323236755814e-03 8.5075772772757047e-02
150 1.1013258079218515e+01 9.9551831936282753e+01 -2.4003769857302406e+00 -6.0121911804256077e-03 8.6237092466180859e-02
160 1.1881768264008379e+01 9.8060162341562346e+01 -7.5934798759473499e-01 -8.0455907391692606e-03 8.7351654298432418e-02
170 1.2761295004214169e+01 9.6703541490563410e+01 6.7672782156862721e-01 -8.8272015320622569e-03 8.8418841564633283e-02
180 1.3650060314182326e+01 9.5481128711955236e+01 1.9620209843063421e+00 -1.0601646257052903e-02 8.9217574097587002e-02
190 1.4545932938439559e+01 9.4413416378515464e+01 2.6258998571661900e+00 -1.0480868189840120e-02 8.9879918662367400e-02
200 1.5448260960902049e+01 9.3364042456718508e+01 2.7509617754728271e+00 -9.7261471963401552e-03 9.0524915172469703e-02
210 1.6357268735651267e+01 9.2468625072916296e+01 2.3975339891223197e+00 -9.2732858054861717e-03 9.1216260292534185e-02
220 1.7273414559934871e+01 9.1591829751668499e+01 1.4528930462171896e+00 -9.4570453933375213e-03 9.1950532807499444e-02
230 1.8197354224377154e+01 9.0704555261869388e+01 9.5128006304616694e-02 -9.9710211715516375e-03 9.2770646044786229e-02
240 1.9129721142173359e+01 8.9819928286429075e+01 -1.5718114773021221e+00 -9.0012666056973889e-03 9.3613723409043670e-02
250 2.0069172039290788e+01 8.9032272955217906e+01 -3.3653123922284425e+00 -1.0775410784369593e-02 9.4157340897600320e-02
260 2.1012393680737357e+01 8.8253915058677620e+01 -5.1031899617513323e+00 -1.0378608191445565e-02 9.4431930014674051e-02
270 2.1957650751390450e+01 8.7554122257124519e+01 -6.6309915465016127e+00 -9.7362982235498288e-03 9.4591200879745568e-02
280 2.2904267348575043e+01 8.7000679237954657e+01 -7.7240791089010861e+00 -8.8639681286342992e-03 9.4721433654612719e-02
290 2.3852386060381452e+01 8.6582374463110810e+01 -8.0101314731269735e+00 -7.3036611729960692e-03 9.4896150053431313e-02
300 2.4802772151946037e+01 8.6294265065563962e+01 -7.3476013158522324e+00 -4.9666712338217265e-03 9.5175745369355663e-02
310 2.5756790235725425e+01 8.6081096057654918e+01 -5.7422835200282938e+00 -2.2540192230856878e-03 9.5612316954611823e-02
320 2.6716001176469046e+01 8.5824113243187881e+01 -3.1882270387278098e+00 -2.0403154206782648e-03 9.6194876358460565e-02
330 2.7681829317421641e+01 8.5557719349877814e+01 1.5568970782150360e-01 -5.2239831224084351e-04 9.6919999046284552e-02
340 2.8655025539479187e+01 8.5464964052731219e+01 4.0450347748530229e+00 -3.7723007382953790e-03 9.7547820496804355e-02
350 2.9628907339704700e+01 8.5584260730736759e+01 8.3653813605335898e+00 -7.3576524830767376e-03 9.7077607787191669e-02
360 3.0595171514170659e+01 8.5730233158735913e+01 1.2426060941715996e+01 -1.1381579408115378e-02 9.6256056309759003e-02
370 3.1553363529653755e+01 8.6140765548492624e+01 1.5719010758689308e+01 -1.6232941308928602e-02 9.5471800797584452e-02
380 3.2504383585811496e+01 8.6858476265497572e+01 1.7926044241562529e+01 -2.0502901878989926e-02 9.4833242187596714e-02
390 3.3450404633750878e+01 8.7693233035172227e+01 1.8491343816095249e+01 -2.2885281707585095e-02 9.4453573515460243e-02
400 3.4394073224258818e+01 8.8760370210782469e+01 1.7350481241825594e+01 -2.3081423907359813e-02 9.4332408302746223e-02
410 3.5337541646698078e+01 8.9643935106949129e+01 1.4314113236407781e+01 -2.1268080451398198e-02 9.4376149821849400e-02
420 3.6282326526244489e+01 9.0336329066578926e+01 9.0792914183933089e+00 -2.0417231223003075e-02 9.4593925801012835e-02
430 3.7230487706060408e+01 9.0853932141312143e+01 1.4725722961565368e+00 -1.7335365504099559e-02 9.5030950986786614e-02
440 3.8182778361433719e+01 9.2203443839186235e+01 -7.9232935261509354e+00 -1.4894563336018405e-02 9.4928794024373722e-02
450 3.9119342229921301e+01 9.4267377823751374e+01 -1.7401208374164305e+01 -1.3679998871832832e-02 9.2622529634437206e-02
460 4.0033161785644268e+01 9.7272925693698156e+01 -2.4635129257296086e+01 -1.2214885002441890e-02 9.0367124957257877e-02
470 4.0925320655736193e+01 1.0099445907774454e+02 -2.7274456721447379e+01 -9.2704729870525387e-03 8.8355620928711076e-02
480 4.1800830306309962e+01 1.0451859111515920e+02 -2.4339141322627366e+01 -8.2231908798153959e-03 8.6993975113011851e-02
490 4.2667469631506464e+01 1.0642378317720296e+02 -1.5386417513884325e+01 -2.1501881941558602e-03 8.6541989829599084e-02
500 4.3533362797842187e+01 1.0740660747398354e+02 -1.8005836738395440e+00 2.7215060995072722e-04 8.6679396421614402e-02
510 4.4403053444529817e+01 1.0829784705256048e+02 1.3535467532560059e+01 -2.9275283587210213e-04 8.7287123576437267e-02
520 4.5271581110762455e+01 1.1080116228571950e+02 2.6262064141540350e+01 2.6314920958295626e-03 8.5817510338514605e-02
530 4.6117446272301791e+01 1.1287767513621181e+02 3.2004801795390684e+01 6.3554018405034855e-03 8.3711949948756123e-02
540 4.6946778681718001e+01 1.1438036051857236e+02 3.0344983246314765e+01 8.0718950738359538e-03 8.2416143226226937e-02
550 4.7767118786157916e+01 1.1469224510812512e+02 2.2703093019351009e+01 1.0921297642788921e-02 8.1849893679043301e-02
560 4.8586031697105092e+01 1.1373920667543123e+02 1.0703592437054214e+01 9.6389545506752015e-03 8.1993111913575348e-02
570 4.9409522247050731e+01 1.1251796088306850e+02 -3.8653830158401532e+00 9.0845104518513867e-03 8.2732915145590391e-02
580 5.0243903405933018e+01 1.1214406729631152e+02 -1.8144388732372050e+01 9.3614388397748553e-03 8.4027265335699139e-02
590 5.1082512625540268e+01 1.1348321996448406e+02 -2.8521307334858683e+01 1.2821723385158202e-02 8.3284701897236801e-02
600 5.1908213700638726e+01 1.1447722274490400e+02 -3.2390381983616564e+01 1.1658396284059135e-02 8.2040892445669047e-02
610 5.2723711611060345e+01 1.1519725055234458e+02 -2.9686447413231075e+01 1.5588799145469432e-02 8.1239329282140282e-02
620 5.3535131333379098e+01 1.1492571304215390e+02 -2.1774277934068401e+01 1.3336934485916888e-02 8.1143601727851900e-02
630 5.4348199342470970e+01 1.1344104194367873e+02 -9.3435799785913876e+00 1.0115438840792808e-02 8.1542238628911717e-02
