0 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 7.1022727272727275e-04
10 1.8921331041597989e-02 6.9261273057403827e+01 -7.3103200976633431e-01 0.0000000000000000e+00 6.9261273057403827e+01 -7.3103200976633431e-01 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 2.4584648902040772e-03
20 4.6895626807052219e-02 1.7482562355028620e+01 -1.6874401202165057e-01 0.0000000000000000e+00 1.7482562355028620e+01 -1.6874401202165057e-01 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.0069221190613875e-03
30 7.8375268483350496e-02 4.6807336224864882e+00 -5.0747312748553597e-03 0.0000000000000000e+00 4.6807336224864882e+00 -5.0747312748553597e-03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.2318271671743642e-03
40 1.1124593722564347e-01 2.6941232225493521e+00 -1.3902201006582793e-02 0.0000000000000000e+00 2.6941232225493521e+00 -1.3902201006582793e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.3224303029908298e-03
50 1.4472053725246795e-01 2.1186908343194064e+00 -1.6593174551706724e-03 0.0000000000000000e+00 2.1186908343194064e+00 -1.6593174551706724e-03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.3622835580069269e-03
60 1.7845291008143879e-01 1.8827691807197997e+00 2.7471225120088150e-03 0.0000000000000000e+00 1.8827691807197997e+00 2.7471225120088150e-03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.3796562223686781e-03
70 2.1229229070216624e-01 1.7311203120932954e+00 8.5179131937884733e-04 0.0000000000000000e+00 1.7311203120932954e+00 8.5179131937884733e-04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.3875809343324667e-03
80 2.4623065760321036e-01 1.6171370199420469e+00 2.5744136206906632e-04 0.0000000000000000e+00 1.6171370199420469e+00 2.5744136206906632e-04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.3993123236361437e-03
90 2.8026308507327335e-01 1.5425545734024628e+00 -2.4769807834967850e-04 0.0000000000000000e+00 1.5425545734024628e+00 -2.4769807834967850e-04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.4056159523862700e-03
100 3.1434528971194742e-01 1.5065787039587546e+00 1.0637920104885623e-03 0.0000000000000000e+00 1.5065787039587546e+00 1.0637920104885623e-03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.4105824639935481e-03
110 3.4848844949062363e-01 1.4944846900873072e+00 3.7500845705302766e-03 0.0000000000000000e+00 1.4944846900873072e+00 3.7500845705302766e-03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.4177428401514112e-03
120 3.8271564160168797e-01 1.4701782906289371e+00 -1.8977264727215726e-04 0.0000000000000000e+00 1.4701782906289371e+00 -1.8977264727215726e-04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.4270023651388022e-03
